appno,yr,mth,abattoir_id
2147,2018,5,69
2147,2018,6,69
2147,2018,7,69
2147,2018,8,69
2147,2018,9,69
2147,2018,10,69
2147,2018,11,69
2147,2018,12,69
2147,2019,1,69
2147,2019,2,69
2147,2019,3,69
2147,2019,4,69
2147,2019,5,69
2147,2019,6,69
2147,2019,7,69
2147,2019,8,69
2147,2019,9,69
2147,2019,10,69
2147,2019,11,69
2147,2019,12,69
2147,2020,1,69
2147,2020,2,69
2147,2020,3,69
2147,2020,4,69
2147,2020,5,69
2147,2020,6,69
2147,2020,7,69
2147,2020,8,69
2147,2020,9,69
2147,2020,10,69
2147,2020,11,69
2147,2020,12,69
2147,2021,1,69
2147,2021,2,69
2147,2021,3,69
2147,2021,4,69
2147,2021,5,69
2147,2021,6,69
2147,2021,7,69
2147,2021,8,69
2147,2021,9,69
2147,2021,10,69
2147,2021,11,69
2147,2021,12,69
2147,2022,1,69
2147,2022,2,69
2147,2022,3,69
2147,2022,4,69
2147,2022,5,69
2147,2022,6,69
2147,2022,7,69
2147,2022,8,69
2147,2022,9,69
2147,2022,10,69
2147,2022,11,69
2147,2022,12,69
2147,2023,1,69
2147,2023,2,69
2147,2023,3,69
2161,2018,1,70
2161,2018,2,70
2161,2018,3,70
2161,2018,4,70
2161,2018,5,70
2161,2018,6,70
2161,2018,7,70
2161,2018,8,70
2161,2018,9,70
2161,2018,10,70
2161,2018,11,70
2161,2018,12,70
2161,2019,1,70
2161,2019,2,70
2161,2019,3,70
2161,2019,4,70
2161,2019,5,70
2161,2019,6,70
2161,2019,7,70
2161,2019,8,70
2161,2019,9,70
2161,2019,10,70
2161,2019,11,70
2161,2019,12,70
2161,2020,1,70
2161,2020,2,70
2161,2020,3,70
2161,2020,4,70
2161,2020,5,70
2161,2020,6,70
2161,2020,7,70
2161,2020,8,70
2161,2020,9,70
2161,2020,10,70
2161,2020,11,70
2161,2020,12,70
2161,2021,1,70
2161,2021,2,70
2161,2021,3,70
2161,2021,4,70
2161,2021,5,70
2161,2021,6,70
2161,2021,7,70
2161,2021,8,70
2161,2021,9,70
2161,2021,10,70
2161,2021,11,70
2161,2021,12,70
2161,2022,1,70
2161,2022,2,70
2161,2022,3,70
2161,2022,4,70
2161,2022,5,70
2161,2022,6,70
2161,2022,7,70
2161,2022,8,70
2161,2022,9,70
2161,2022,10,70
2161,2022,11,70
2161,2022,12,70
2161,2023,1,70
2161,2023,2,70
2161,2023,3,70
2163,2018,1,71
2163,2018,2,71
2163,2018,3,71
2163,2018,4,71
2163,2018,5,71
2163,2018,6,71
2163,2018,7,71
2163,2018,8,71
2163,2018,9,71
2163,2018,10,71
2163,2018,11,71
2163,2018,12,71
2163,2019,1,71
2163,2019,2,71
2163,2019,3,71
2163,2019,4,71
2163,2019,5,71
2163,2019,6,71
2163,2019,7,71
2163,2019,8,71
2163,2019,9,71
2163,2019,10,71
2163,2019,11,71
2163,2019,12,71
2163,2020,1,71
2163,2020,2,71
2163,2020,3,71
2163,2020,4,71
2163,2020,5,71
2163,2020,6,71
2163,2020,7,71
2163,2020,8,71
2163,2020,9,71
2163,2020,10,71
2163,2020,11,71
2163,2020,12,71
2163,2021,1,71
2168,2018,1,72
2168,2018,2,72
2168,2018,3,72
2168,2018,4,72
2168,2018,5,72
2168,2018,6,72
2168,2018,7,72
2168,2018,8,72
2168,2018,9,72
2168,2018,10,72
2168,2018,11,72
2168,2018,12,72
2168,2019,1,72
2168,2019,2,72
2168,2019,3,72
2168,2019,4,72
2168,2019,5,72
2168,2019,6,72
2168,2019,7,72
2168,2019,8,72
2168,2019,9,72
2168,2019,10,72
2168,2019,11,72
2168,2019,12,72
2168,2020,1,72
2168,2020,2,72
2168,2020,3,72
2168,2020,4,72
2168,2020,5,72
2168,2020,6,72
2168,2020,7,72
2168,2020,8,72
2168,2020,9,72
2168,2020,10,72
2168,2020,11,72
2168,2020,12,72
2168,2021,1,72
2168,2021,2,72
2168,2021,3,72
2168,2021,4,72
2168,2021,5,72
2168,2021,6,72
2168,2021,7,72
2168,2021,8,72
2168,2021,9,72
2168,2021,10,72
2168,2021,11,72
2168,2021,12,72
2168,2022,1,72
2168,2022,2,72
2168,2022,3,72
2168,2022,4,72
2168,2022,5,72
2168,2022,6,72
2168,2022,7,72
2168,2022,8,72
2168,2022,9,72
2168,2022,10,72
2168,2022,11,72
2168,2022,12,72
2168,2023,1,72
2168,2023,2,72
2168,2023,3,72
2169,2018,1,73
2169,2018,2,73
2169,2018,3,73
2169,2018,4,73
2169,2018,5,73
2169,2018,6,73
2169,2018,7,73
2169,2018,8,73
2169,2018,9,73
2169,2018,10,73
2169,2018,11,73
2169,2018,12,73
2169,2019,1,73
2169,2019,2,73
2169,2019,3,73
2169,2019,4,73
2169,2019,5,73
2169,2019,6,73
2169,2019,7,73
2169,2019,8,73
2169,2019,9,73
2169,2019,10,73
2169,2019,11,73
2169,2019,12,73
2169,2020,1,73
2169,2020,2,73
2169,2020,3,73
2169,2020,4,73
2169,2020,5,73
2169,2020,6,73
2169,2020,7,73
2169,2020,8,73
2169,2020,9,73
2169,2020,10,73
2169,2020,11,73
2169,2020,12,73
2169,2021,1,73
2169,2021,2,73
2169,2021,3,73
2169,2021,4,73
2169,2021,5,73
2169,2021,6,73
2169,2021,7,73
2169,2021,8,73
2169,2021,9,73
2169,2021,10,73
2171,2018,1,74
2171,2018,2,74
2171,2018,3,74
2171,2018,4,74
2171,2018,5,74
2171,2018,6,74
2171,2018,7,74
2171,2018,8,74
2171,2018,9,74
2171,2018,10,74
2171,2018,11,74
2171,2018,12,74
2171,2019,1,74
2171,2019,2,74
2171,2019,3,74
2171,2019,4,74
2171,2019,5,74
2171,2019,6,74
2171,2019,7,74
2171,2019,8,74
2171,2019,9,74
2171,2019,10,74
2171,2019,11,74
2171,2019,12,74
2171,2020,1,74
2171,2020,2,74
2171,2020,3,74
2171,2020,4,74
2171,2020,5,74
2171,2020,6,74
2171,2020,7,74
2171,2020,8,74
2171,2020,9,74
2171,2020,10,74
2171,2020,11,74
2171,2020,12,74
2171,2021,1,74
2171,2021,2,74
2171,2021,3,74
2171,2021,4,74
2171,2021,5,74
2171,2021,6,74
2171,2021,7,74
2171,2021,8,74
2171,2021,9,74
2171,2021,10,74
2171,2021,11,74
2171,2021,12,74
2171,2022,1,74
2171,2022,2,74
2172,2018,1,75
2172,2018,2,75
2172,2018,3,75
2172,2018,4,75
2172,2018,5,75
2172,2018,6,75
2172,2018,7,75
2172,2018,8,75
2172,2018,9,75
2172,2018,10,75
2172,2018,11,75
2172,2018,12,75
2172,2019,1,75
2172,2019,2,75
2172,2019,3,75
2172,2019,4,75
2172,2019,5,75
2172,2019,6,75
2172,2019,7,75
2172,2019,8,75
2172,2019,9,75
2172,2019,10,75
2172,2019,11,75
2172,2019,12,75
2172,2020,1,75
2172,2020,2,75
2172,2020,3,75
2172,2020,4,75
2172,2020,5,75
2172,2020,6,75
2172,2020,7,75
2172,2020,8,75
2172,2020,9,75
2172,2020,10,75
2172,2020,11,75
2172,2020,12,75
2172,2021,1,75
2172,2021,2,75
2172,2021,3,75
2172,2021,4,75
2172,2021,5,75
2172,2021,6,75
2172,2021,7,75
2172,2021,8,75
2172,2021,9,75
2172,2021,10,75
2172,2021,11,75
2172,2021,12,75
2172,2022,1,75
2172,2022,2,75
2172,2022,3,75
2172,2022,4,75
2172,2022,5,75
2172,2022,6,75
2172,2022,7,75
2172,2022,8,75
2172,2022,9,75
2172,2022,10,75
2172,2022,11,75
2172,2022,12,75
2172,2023,1,75
2172,2023,2,75
2172,2023,3,75
2175,2018,1,76
2175,2018,2,76
2175,2018,3,76
2175,2018,4,76
2175,2018,5,76
2175,2018,6,76
2175,2018,7,76
2175,2018,8,76
2175,2018,9,76
2175,2018,10,76
2175,2018,11,76
2175,2018,12,76
2175,2019,1,76
2175,2019,2,76
2175,2019,3,76
2175,2019,4,76
2175,2019,5,76
2175,2019,6,76
2175,2019,7,76
2175,2019,8,76
2175,2019,9,76
2175,2019,10,76
2175,2019,11,76
2175,2019,12,76
2188,2018,1,77
2188,2018,2,77
2188,2018,3,77
2188,2018,4,77
2188,2018,5,77
2188,2018,6,77
2188,2018,7,77
2188,2018,8,77
2188,2018,9,77
2188,2018,10,77
2188,2018,11,77
2188,2018,12,77
2188,2019,1,77
2188,2019,2,77
2188,2019,3,77
2188,2019,4,77
2188,2019,5,77
2188,2019,6,77
2188,2019,7,77
2188,2019,8,77
2188,2019,9,77
2188,2019,10,77
2188,2019,11,77
2188,2019,12,77
2188,2020,1,77
2188,2020,2,77
2188,2020,3,77
2188,2020,4,77
2188,2020,5,77
2188,2020,6,77
2188,2020,7,77
2188,2020,8,77
2188,2020,9,77
2188,2020,10,77
2188,2020,11,77
2188,2020,12,77
2188,2021,1,77
2188,2021,2,77
2188,2021,3,77
2188,2021,4,77
2188,2021,5,77
2188,2021,6,77
2188,2021,7,77
2188,2021,8,77
2188,2021,9,77
2188,2021,10,77
2188,2021,11,77
2188,2021,12,77
2188,2022,1,77
2188,2022,2,77
2188,2022,3,77
2188,2022,4,77
2188,2022,5,77
2188,2022,6,77
2188,2022,7,77
2188,2022,8,77
2188,2022,9,77
2188,2022,10,77
2188,2022,11,77
2188,2022,12,77
2188,2023,1,77
2188,2023,2,77
2188,2023,3,77
2198,2018,1,78
2198,2018,2,78
2198,2018,3,78
2198,2018,4,78
2198,2018,5,78
2198,2018,6,78
2198,2018,7,78
2198,2018,8,78
2198,2018,9,78
2198,2018,10,78
2198,2018,11,78
2198,2018,12,78
2198,2019,1,78
2198,2019,2,78
2198,2019,3,78
2198,2019,4,78
2198,2019,5,78
2198,2019,6,78
2198,2019,7,78
2198,2019,8,78
2198,2019,9,78
2198,2019,10,78
2198,2019,11,78
2198,2019,12,78
2198,2020,1,78
2198,2020,2,78
2198,2020,3,78
2198,2020,4,78
2198,2020,5,78
2198,2020,6,78
2198,2020,7,78
2198,2020,8,78
2198,2020,9,78
2198,2020,10,78
2198,2020,11,78
2198,2020,12,78
2198,2021,1,78
2198,2021,2,78
2198,2021,3,78
2198,2021,4,78
2198,2021,5,78
2198,2021,6,78
2198,2021,7,78
2198,2021,8,78
2198,2021,9,78
2198,2021,10,78
2198,2021,11,78
2198,2021,12,78
2198,2022,1,78
2198,2022,2,78
2198,2022,3,78
2198,2022,4,78
2198,2022,5,78
2198,2022,6,78
2198,2022,7,78
2198,2022,8,78
2198,2022,9,78
2198,2022,10,78
2198,2022,11,78
2198,2022,12,78
2198,2023,1,78
2198,2023,2,78
2198,2023,3,78
2199,2018,1,79
2199,2018,2,79
2199,2018,3,79
2199,2018,4,79
2199,2018,5,79
2199,2018,6,79
2199,2018,7,79
2199,2018,8,79
2199,2018,9,79
2199,2018,10,79
2199,2018,11,79
2199,2018,12,79
2199,2019,1,79
2199,2019,2,79
2199,2019,3,79
2199,2019,4,79
2199,2019,5,79
2199,2019,6,79
2199,2019,7,79
2199,2019,8,79
2199,2019,9,79
2199,2019,10,79
2199,2019,11,79
2199,2019,12,79
2199,2020,1,79
2199,2020,2,79
2199,2020,3,79
2199,2020,4,79
2199,2020,5,79
2199,2020,6,79
2199,2020,7,79
2199,2020,8,79
2199,2020,9,79
2199,2020,10,79
2199,2020,11,79
2199,2020,12,79
2199,2021,1,79
2199,2021,2,79
2199,2021,3,79
2199,2021,4,79
2199,2021,5,79
2199,2021,6,79
2199,2021,7,79
2199,2021,8,79
2199,2021,9,79
2199,2021,10,79
2199,2021,11,79
2199,2021,12,79
2199,2022,1,79
2199,2022,2,79
2199,2022,3,79
2199,2022,4,79
2199,2022,5,79
2199,2022,6,79
2199,2022,7,79
2199,2022,8,79
2199,2022,9,79
2199,2022,10,79
2199,2022,11,79
2199,2022,12,79
2199,2023,1,79
2199,2023,2,79
2199,2023,3,79
2241,2018,1,80
2241,2018,2,80
2241,2018,3,80
2241,2018,4,80
2241,2018,5,80
2241,2018,6,80
2241,2018,7,80
2241,2018,8,80
2241,2018,9,80
2241,2018,10,80
2241,2018,11,80
2241,2018,12,80
2241,2019,1,80
2241,2019,2,80
2241,2019,3,80
2241,2019,4,80
2241,2019,5,80
2241,2019,6,80
2241,2019,7,80
2241,2019,8,80
2241,2019,9,80
2241,2019,10,80
2241,2019,11,80
2241,2019,12,80
2241,2020,1,80
2241,2020,2,80
2241,2020,3,80
2241,2020,4,80
2241,2020,5,80
2241,2020,6,80
2241,2020,7,80
2241,2020,8,80
2241,2020,9,80
2241,2020,10,80
2241,2020,11,80
2241,2020,12,80
2241,2021,1,80
2241,2021,2,80
2241,2021,3,80
2241,2021,4,80
2241,2021,5,80
2241,2021,6,80
2241,2021,7,80
2241,2021,8,80
2241,2021,9,80
2241,2021,10,80
2241,2021,11,80
2241,2021,12,80
2241,2022,1,80
2241,2022,2,80
2241,2022,3,80
2241,2022,4,80
2241,2022,5,80
2241,2022,6,80
2241,2022,7,80
2241,2022,8,80
2241,2022,9,80
2241,2022,10,80
2241,2022,11,80
2241,2022,12,80
2241,2023,1,80
2241,2023,2,80
2241,2023,3,80
2248,2018,1,81
2248,2018,2,81
2248,2018,3,81
2248,2018,4,81
2248,2018,5,81
2248,2018,6,81
2248,2018,7,81
2248,2018,8,81
2248,2018,9,81
2248,2018,10,81
2248,2018,11,81
2248,2018,12,81
2248,2019,1,81
2248,2019,2,81
2248,2019,3,81
2248,2019,4,81
2248,2019,5,81
2248,2019,6,81
2248,2019,7,81
2248,2019,8,81
2248,2019,9,81
2248,2019,10,81
2248,2019,11,81
2248,2019,12,81
2248,2020,1,81
2248,2020,2,81
2248,2020,3,81
2248,2020,4,81
2248,2020,5,81
2248,2020,6,81
2248,2020,7,81
2248,2020,8,81
2248,2020,9,81
2248,2020,10,81
2248,2020,11,81
2248,2020,12,81
2248,2021,1,81
2248,2021,2,81
2248,2021,3,81
2248,2021,4,81
2248,2021,5,81
2248,2021,6,81
2248,2021,7,81
2248,2021,8,81
2248,2021,9,81
2248,2021,10,81
2248,2021,11,81
2248,2021,12,81
2248,2022,1,81
2248,2022,2,81
2248,2022,3,81
2248,2022,4,81
2248,2022,5,81
2248,2022,6,81
2248,2022,7,81
2248,2022,8,81
2248,2022,9,81
2248,2022,10,81
2248,2022,11,81
2248,2022,12,81
2248,2023,1,81
2248,2023,2,81
2248,2023,3,81
2254,2018,1,82
2254,2018,2,82
2254,2018,3,82
2254,2018,4,82
2254,2018,5,82
2254,2018,6,82
2254,2018,7,82
2254,2018,8,82
2254,2018,9,82
2254,2018,10,82
2254,2018,11,82
2254,2018,12,82
2254,2019,1,82
2254,2019,2,82
2254,2019,3,82
2254,2019,4,82
2254,2019,5,82
2254,2019,6,82
2254,2019,7,82
2254,2019,8,82
2254,2019,9,82
2254,2019,10,82
2254,2019,11,82
2254,2019,12,82
2254,2020,1,82
2254,2020,2,82
2254,2020,3,82
2254,2020,4,82
2254,2020,5,82
2254,2020,6,82
2254,2020,7,82
2254,2020,8,82
2254,2020,9,82
2254,2020,10,82
2254,2020,11,82
2254,2020,12,82
2254,2021,1,82
2254,2021,2,82
2254,2021,3,82
2254,2021,4,82
2254,2021,5,82
2254,2021,6,82
2254,2021,7,82
2254,2021,8,82
2254,2021,9,82
2254,2021,10,82
2254,2021,11,82
2254,2021,12,82
2254,2022,1,82
2254,2022,2,82
2254,2022,3,82
2254,2022,4,82
2254,2022,5,82
2254,2022,6,82
2254,2022,7,82
2254,2022,8,82
2256,2018,1,83
2256,2018,2,83
2256,2018,3,83
2256,2018,4,83
2256,2018,5,83
2256,2018,6,83
2256,2018,7,83
2256,2018,8,83
2256,2018,9,83
2256,2018,10,83
2256,2018,11,83
2256,2018,12,83
2256,2019,1,83
2256,2019,2,83
2256,2019,3,83
2256,2019,4,83
2256,2019,5,83
2256,2019,6,83
2256,2019,7,83
2256,2019,8,83
2256,2019,9,83
2256,2019,10,83
2256,2019,11,83
2256,2019,12,83
2256,2020,1,83
2256,2020,2,83
2256,2020,3,83
2256,2020,4,83
2256,2020,5,83
2256,2020,6,83
2256,2020,7,83
2256,2020,8,83
2256,2020,9,83
2256,2020,10,83
2256,2020,11,83
2256,2020,12,83
2256,2021,1,83
2256,2021,2,83
2256,2021,3,83
2256,2021,4,83
2256,2021,5,83
2256,2021,6,83
2256,2021,7,83
2256,2021,8,83
2256,2021,9,83
2256,2021,10,83
2256,2021,11,83
2256,2021,12,83
2256,2022,1,83
2256,2022,2,83
2256,2022,3,83
2256,2022,4,83
2256,2022,5,83
2256,2022,6,83
2256,2022,7,83
2256,2022,8,83
2256,2022,9,83
2256,2022,10,83
2256,2022,11,83
2256,2022,12,83
2256,2023,1,83
2256,2023,2,83
2256,2023,3,83
2281,2018,1,84
2281,2018,2,84
2281,2018,3,84
2281,2018,4,84
2281,2018,5,84
2281,2018,6,84
2281,2018,7,84
2281,2018,8,84
2281,2018,9,84
2281,2018,10,84
2281,2018,11,84
2281,2018,12,84
2281,2019,1,84
2281,2019,2,84
2281,2019,3,84
2281,2019,4,84
2281,2019,5,84
2281,2019,6,84
2281,2019,7,84
2281,2019,8,84
2281,2019,9,84
2281,2019,10,84
2281,2019,11,84
2281,2019,12,84
2281,2020,1,84
2281,2020,2,84
2281,2020,3,84
2281,2020,4,84
2281,2020,5,84
2281,2020,6,84
2281,2020,7,84
2281,2020,8,84
2281,2020,9,84
2281,2020,10,84
2281,2020,11,84
2281,2020,12,84
2281,2021,1,84
2281,2021,2,84
2281,2021,3,84
2281,2021,4,84
2281,2021,5,84
2281,2021,6,84
2281,2021,7,84
2281,2021,8,84
2281,2021,9,84
2281,2021,10,84
2281,2021,11,84
2281,2021,12,84
2281,2022,1,84
2281,2022,2,84
2281,2022,3,84
2281,2022,4,84
2281,2022,5,84
2281,2022,6,84
2281,2022,7,84
2281,2022,8,84
2281,2022,9,84
2281,2022,10,84
2281,2022,11,84
2281,2022,12,84
2281,2023,1,84
2281,2023,2,84
2281,2023,3,84
2285,2018,1,85
2285,2018,2,85
2285,2018,3,85
2285,2018,4,85
2285,2018,5,85
2285,2018,6,85
2285,2018,7,85
2285,2018,8,85
2285,2018,9,85
2285,2018,10,85
2285,2018,11,85
2285,2018,12,85
2285,2019,1,85
2285,2019,2,85
2285,2019,3,85
2285,2019,4,85
2285,2019,5,85
2285,2019,6,85
2285,2019,7,85
2285,2019,8,85
2285,2019,9,85
2285,2019,10,85
2285,2019,11,85
2285,2019,12,85
2285,2020,1,85
2285,2020,2,85
2285,2020,3,85
2285,2020,4,85
2285,2020,5,85
2285,2020,6,85
2285,2020,7,85
2285,2020,8,85
2285,2020,9,85
2285,2020,10,85
2285,2020,11,85
2285,2020,12,85
2285,2021,1,85
2285,2021,2,85
2285,2021,3,85
2285,2021,4,85
2285,2021,5,85
2285,2021,6,85
2285,2021,7,85
2285,2021,8,85
2285,2021,9,85
2285,2021,10,85
2285,2021,11,85
2285,2021,12,85
2285,2022,1,85
2285,2022,2,85
2285,2022,3,85
2285,2022,4,85
2285,2022,5,85
2285,2022,6,85
2285,2022,7,85
2285,2022,8,85
2285,2022,9,85
2285,2022,10,85
2285,2022,11,85
2285,2022,12,85
2285,2023,1,85
2285,2023,2,85
2285,2023,3,85
2288,2018,1,86
2288,2018,2,86
2288,2018,3,86
2288,2018,4,86
2288,2018,5,86
2288,2018,6,86
2288,2018,7,86
2288,2018,8,86
2288,2018,9,86
2288,2018,10,86
2288,2018,11,86
2288,2018,12,86
2288,2019,1,86
2288,2019,2,86
2288,2019,3,86
2288,2019,4,86
2288,2019,5,86
2288,2019,6,86
2288,2019,7,86
2288,2019,8,86
2288,2019,9,86
2288,2019,10,86
2288,2019,11,86
2288,2019,12,86
2288,2020,1,86
2288,2020,2,86
2288,2020,3,86
2288,2020,4,86
2288,2020,5,86
2288,2020,6,86
2291,2018,1,87
2291,2018,2,87
2291,2018,3,87
2291,2018,4,87
2291,2018,5,87
2291,2018,6,87
2291,2018,7,87
2291,2018,8,87
2291,2018,9,87
2291,2018,10,87
2291,2018,11,87
2291,2018,12,87
2291,2019,1,87
2291,2019,2,87
2291,2019,3,87
2291,2019,4,87
2291,2019,5,87
2291,2019,6,87
2291,2019,7,87
2291,2019,8,87
2291,2019,9,87
2291,2019,10,87
2291,2019,11,87
2291,2019,12,87
2291,2020,1,87
2291,2020,2,87
2291,2020,3,87
2291,2020,4,87
2291,2020,5,87
2291,2020,6,87
2291,2020,7,87
2291,2020,8,87
2291,2020,9,87
2291,2020,10,87
2291,2020,11,87
2291,2020,12,87
2291,2021,1,87
2291,2021,2,87
2291,2021,3,87
2291,2021,4,87
2291,2021,5,87
2291,2021,6,87
2291,2021,7,87
2291,2021,8,87
2291,2021,9,87
2291,2021,10,87
2291,2021,11,87
2291,2021,12,87
2291,2022,1,87
2291,2022,2,87
2291,2022,3,87
2291,2022,4,87
2291,2022,5,87
2291,2022,6,87
2291,2022,7,87
2291,2022,8,87
2291,2022,9,87
2291,2022,10,87
2291,2022,11,87
2291,2022,12,87
2291,2023,1,87
2291,2023,2,87
2291,2023,3,87
2296,2018,1,88
2296,2018,2,88
2296,2018,3,88
2296,2018,4,88
2296,2018,5,88
2296,2018,6,88
2296,2018,7,88
2298,2018,1,89
2298,2018,2,89
2298,2018,3,89
2298,2018,4,89
2298,2018,5,89
2298,2018,6,89
2298,2018,7,89
2298,2018,8,89
2298,2018,9,89
2298,2018,10,89
2298,2018,11,89
2298,2018,12,89
2298,2019,1,89
2298,2019,2,89
2298,2019,3,89
2298,2019,4,89
2298,2019,5,89
2298,2019,6,89
2298,2019,7,89
2298,2019,8,89
2298,2019,9,89
2298,2019,10,89
2298,2019,11,89
2298,2019,12,89
2298,2020,1,89
2298,2020,2,89
2298,2020,3,89
2298,2020,4,89
2298,2020,5,89
2298,2020,6,89
2298,2020,7,89
2298,2020,8,89
2298,2020,9,89
2298,2020,10,89
2298,2020,11,89
2298,2020,12,89
2298,2021,1,89
2298,2021,2,89
2298,2021,3,89
2298,2021,4,89
2298,2021,5,89
2298,2021,6,89
2298,2021,7,89
2298,2021,8,89
2298,2021,9,89
2298,2021,10,89
2298,2021,11,89
2298,2021,12,89
2298,2022,1,89
2298,2022,2,89
2298,2022,3,89
2298,2022,4,89
2298,2022,5,89
2298,2022,6,89
2298,2022,7,89
2298,2022,8,89
2298,2022,9,89
2298,2022,10,89
2298,2022,11,89
2298,2022,12,89
2298,2023,1,89
2298,2023,2,89
2298,2023,3,89
2301,2018,1,90
2301,2018,2,90
2301,2018,3,90
2301,2018,4,90
2301,2018,5,90
2301,2018,6,90
2301,2018,7,90
2301,2018,8,90
2301,2018,9,90
2301,2018,10,90
2301,2018,11,90
2301,2018,12,90
2301,2019,1,90
2301,2019,2,90
2301,2019,3,90
2301,2019,4,90
2301,2019,5,90
2301,2019,6,90
2301,2019,7,90
2301,2019,8,90
2301,2019,9,90
2301,2019,10,90
2301,2019,11,90
2301,2019,12,90
2301,2020,1,90
2301,2020,2,90
2301,2020,3,90
2301,2020,4,90
2301,2020,5,90
2301,2020,6,90
2301,2020,7,90
2301,2020,8,90
2301,2020,9,90
2301,2020,10,90
2301,2020,11,90
2301,2020,12,90
2301,2021,1,90
2301,2021,2,90
2301,2021,3,90
2301,2021,4,90
2301,2021,5,90
2301,2021,6,90
2301,2021,7,90
2301,2021,8,90
2301,2021,9,90
2301,2021,10,90
2301,2021,11,90
2301,2021,12,90
2301,2022,1,90
2301,2022,2,90
2301,2022,3,90
2301,2022,4,90
2301,2022,5,90
2301,2022,6,90
2301,2022,7,90
2301,2022,8,90
2301,2022,9,90
2301,2022,10,90
2301,2022,11,90
2301,2022,12,90
2301,2023,1,90
2301,2023,2,90
2301,2023,3,90
2338,2018,1,91
2338,2018,2,91
2338,2018,3,91
2338,2018,4,91
2338,2018,5,91
2338,2018,6,91
2338,2018,7,91
2338,2018,8,91
2338,2018,9,91
2338,2018,10,91
2338,2018,11,91
2338,2018,12,91
2338,2019,1,91
2338,2019,2,91
2338,2019,3,91
2338,2019,4,91
2338,2019,5,91
2338,2019,6,91
2338,2019,7,91
2338,2019,8,91
2338,2019,9,91
2338,2019,10,91
2338,2019,11,91
2338,2019,12,91
2338,2020,1,91
2338,2020,2,91
2338,2020,3,91
2338,2020,4,91
2338,2020,5,91
2338,2020,6,91
2338,2020,7,91
2338,2020,8,91
2338,2020,9,91
2338,2020,10,91
2338,2020,11,91
2338,2020,12,91
2338,2021,1,91
2338,2021,2,91
2338,2021,3,91
2338,2021,4,91
2338,2021,5,91
2338,2021,6,91
2338,2021,7,91
2338,2021,8,91
2338,2021,9,91
2338,2021,10,91
2338,2021,11,91
2338,2021,12,91
2338,2022,1,91
2338,2022,2,91
2338,2022,3,91
2338,2022,4,91
2338,2022,5,91
2338,2022,6,91
2338,2022,7,91
2338,2022,8,91
2338,2022,9,91
2338,2022,10,91
2338,2022,11,91
2338,2022,12,91
2338,2023,1,91
2338,2023,2,91
2338,2023,3,91
2343,2018,1,92
2343,2018,2,92
2343,2018,3,92
2343,2018,4,92
2343,2018,5,92
2343,2018,6,92
2343,2018,7,92
2343,2018,8,92
2343,2018,9,92
2343,2018,10,92
2343,2018,11,92
2343,2018,12,92
2343,2019,1,92
2343,2019,2,92
2343,2019,3,92
2343,2019,4,92
2343,2019,5,92
2343,2019,6,92
2343,2019,7,92
2343,2019,8,92
2343,2019,9,92
2343,2019,10,92
2343,2019,11,92
2343,2019,12,92
2343,2020,1,92
2343,2020,2,92
2343,2020,3,92
2343,2020,4,92
2343,2020,5,92
2343,2020,6,92
2343,2020,7,92
2343,2020,8,92
2343,2020,9,92
2343,2020,10,92
2343,2020,11,92
2343,2020,12,92
2343,2021,1,92
2343,2021,2,92
2343,2021,3,92
2343,2021,4,92
2343,2021,5,92
2343,2021,6,92
2343,2021,7,92
2343,2021,8,92
2343,2021,9,92
2343,2021,10,92
2343,2021,11,92
2343,2021,12,92
2343,2022,1,92
2343,2022,2,92
2343,2022,3,92
2343,2022,4,92
2343,2022,5,92
2343,2022,6,92
2343,2022,7,92
2343,2022,8,92
2343,2022,9,92
2343,2022,10,92
2343,2022,11,92
2343,2022,12,92
2343,2023,1,92
2343,2023,2,92
2343,2023,3,92
2348,2018,1,93
2348,2018,2,93
2348,2018,3,93
2348,2018,4,93
2348,2018,5,93
2348,2018,6,93
2348,2018,7,93
2348,2018,8,93
2348,2018,9,93
2348,2018,10,93
2348,2018,11,93
2348,2018,12,93
2348,2019,1,93
2348,2019,2,93
2348,2019,3,93
2348,2019,4,93
2348,2019,5,93
2348,2019,6,93
2348,2019,7,93
2348,2019,8,93
2348,2019,9,93
2348,2019,10,93
2348,2019,11,93
2348,2019,12,93
2348,2020,1,93
2348,2020,2,93
2348,2020,3,93
2348,2020,4,93
2348,2020,5,93
2348,2020,6,93
2348,2020,7,93
2348,2020,8,93
2348,2020,9,93
2348,2020,10,93
2348,2020,11,93
2348,2020,12,93
2348,2021,1,93
2348,2021,2,93
2348,2021,3,93
2358,2018,1,94
2358,2018,2,94
2358,2018,3,94
2358,2018,4,94
2358,2018,5,94
2358,2018,6,94
2358,2018,7,94
2368,2019,6,425
2368,2019,7,425
2368,2019,8,425
2368,2019,9,425
2368,2019,10,425
2368,2019,11,425
2368,2019,12,425
2368,2020,1,425
2368,2020,2,425
2368,2020,3,425
2368,2020,4,425
2368,2020,5,425
2368,2020,6,425
2368,2020,7,425
2368,2020,8,425
2368,2020,9,425
2368,2020,10,425
2368,2020,11,425
2368,2020,12,425
2368,2021,1,425
2368,2021,2,425
2368,2021,3,425
2368,2021,4,425
2368,2021,5,425
2368,2021,6,425
2368,2021,7,425
2368,2021,8,425
2368,2021,9,425
2368,2021,10,425
2368,2021,11,425
2368,2021,12,425
2368,2022,1,425
2368,2022,2,425
2368,2022,3,425
2368,2022,4,425
