appno,yr,mth,abattoir_id
1118,2022,3,7
1118,2022,4,7
1121,2018,1,8
1121,2018,2,8
1121,2018,3,8
1121,2018,4,8
1121,2018,5,8
1121,2018,6,8
1121,2018,7,8
1121,2018,8,8
1121,2018,9,8
1121,2018,10,8
1121,2018,11,8
1121,2018,12,8
1121,2019,1,8
1121,2019,2,8
1121,2019,3,8
1121,2019,4,8
1121,2019,5,8
1121,2019,6,8
1121,2019,7,8
1121,2019,8,8
1121,2019,9,8
1121,2019,10,8
1121,2019,11,8
1121,2019,12,8
1121,2020,1,8
1121,2020,2,8
1121,2020,3,8
1121,2020,4,8
1121,2020,5,8
1121,2020,6,8
1121,2020,7,8
1121,2020,8,8
1121,2020,9,8
1121,2020,10,8
1121,2020,11,8
1121,2020,12,8
1121,2021,1,8
1121,2021,2,8
1121,2021,3,8
1121,2021,4,8
1121,2021,5,8
1121,2021,6,8
1121,2021,7,8
1121,2021,8,8
1121,2021,9,8
1121,2021,10,8
1121,2021,11,8
1121,2021,12,8
1121,2022,1,8
1121,2022,2,8
1121,2022,3,8
1121,2022,4,8
1124,2018,1,9
1124,2018,2,9
1124,2018,3,9
1124,2018,4,9
1125,2018,1,10
1125,2018,2,10
1125,2018,3,10
1125,2018,4,10
1125,2018,5,10
1125,2018,6,10
1125,2018,7,10
1125,2018,8,10
1125,2018,9,10
1125,2018,10,10
1125,2018,11,10
1125,2018,12,10
1125,2019,1,10
1125,2019,2,10
1125,2019,3,10
1125,2019,4,10
1125,2019,5,10
1125,2019,6,10
1125,2019,7,10
1125,2019,8,10
1125,2019,9,10
1125,2019,10,10
1125,2019,11,10
1125,2019,12,10
1125,2020,1,10
1125,2020,2,10
1125,2020,3,10
1125,2020,4,10
1125,2020,5,10
1125,2020,6,10
1125,2020,7,10
1125,2020,8,10
1125,2020,9,10
1125,2020,10,10
1125,2020,11,10
1125,2020,12,10
1125,2021,1,10
1125,2021,2,10
1125,2021,3,10
1125,2021,4,10
1125,2021,5,10
1125,2021,6,10
1125,2021,7,10
1125,2021,8,10
1125,2021,9,10
1125,2021,10,10
1125,2021,11,10
1125,2021,12,10
1125,2022,1,10
1125,2022,2,10
1125,2022,3,10
1125,2022,4,10
1134,2018,1,11
1134,2018,2,11
1134,2018,3,11
1134,2018,4,11
1134,2018,5,11
1134,2018,6,11
1134,2018,7,11
1134,2018,8,11
1134,2018,9,11
1134,2018,10,11
1134,2018,11,11
1134,2018,12,11
1134,2019,1,11
1134,2019,2,11
1134,2019,3,11
1134,2019,4,11
1134,2019,5,11
1134,2019,6,11
1134,2019,7,11
1134,2019,8,11
1134,2019,9,11
1134,2019,10,11
1134,2019,11,11
1134,2019,12,11
1134,2020,1,11
1134,2020,2,11
1134,2020,3,11
1134,2020,4,11
1134,2020,5,11
1134,2020,6,11
1134,2020,7,11
1134,2020,8,11
1134,2020,9,11
1135,2018,1,12
1135,2018,2,12
1135,2018,3,12
1135,2018,4,12
1135,2018,5,12
1135,2018,6,12
1135,2018,7,12
1135,2018,8,12
1135,2018,9,12
1135,2018,10,12
1135,2018,11,12
1135,2018,12,12
1135,2019,1,12
1135,2019,2,12
1135,2019,3,12
1135,2019,4,12
1135,2019,5,12
1135,2019,6,12
1135,2019,7,12
1135,2019,8,12
1135,2019,9,12
1135,2019,10,12
1135,2019,11,12
1135,2019,12,12
1135,2020,1,12
1135,2020,2,12
1135,2020,3,12
1135,2020,4,12
1135,2020,5,12
1135,2020,6,12
1135,2020,7,12
1135,2020,8,12
1135,2020,9,12
1135,2020,10,12
1135,2020,11,12
1135,2020,12,12
1135,2021,1,12
1135,2021,2,12
1135,2021,3,12
1135,2021,4,12
1135,2021,5,12
1135,2021,6,12
1135,2021,7,12
1135,2021,8,12
1135,2021,9,12
1135,2021,10,12
1135,2021,11,12
1135,2021,12,12
1135,2022,1,12
1135,2022,2,12
1135,2022,3,12
1135,2022,4,12
1136,2018,1,13
1136,2018,2,13
1136,2018,3,13
1136,2018,4,13
1136,2018,5,13
1136,2018,6,13
1136,2018,7,13
1136,2018,8,13
1136,2018,9,13
1136,2018,10,13
1136,2018,11,13
1136,2018,12,13
1136,2019,1,13
1136,2019,2,13
1136,2019,3,13
1136,2019,4,13
1136,2019,5,13
1136,2019,6,13
1136,2019,7,13
1136,2019,8,13
1136,2019,9,13
1136,2019,10,13
1136,2019,11,13
1136,2019,12,13
1136,2020,1,13
1136,2020,2,13
1136,2020,3,13
1136,2020,4,13
1136,2020,5,13
1136,2020,6,13
1136,2020,7,13
1136,2020,8,13
1136,2020,9,13
1136,2020,10,13
1136,2020,11,13
1136,2020,12,13
1136,2021,1,13
1136,2021,2,13
1136,2021,3,13
1136,2021,4,13
1136,2021,5,13
1136,2021,6,13
1136,2021,7,13
1136,2021,8,13
1136,2021,9,13
1136,2021,10,13
1136,2021,11,13
1136,2021,12,13
1136,2022,1,13
1136,2022,2,13
1136,2022,3,13
1136,2022,4,13
1145,2018,1,14
1145,2018,2,14
1145,2018,3,14
1145,2018,4,14
1145,2018,5,14
1156,2018,1,15
1156,2018,2,15
1156,2018,3,15
1156,2018,4,15
1156,2018,5,15
1156,2018,6,15
1156,2018,7,15
1156,2018,8,15
1156,2018,9,15
1156,2018,10,15
1160,2018,1,16
1160,2018,2,16
1160,2018,3,16
1160,2018,4,16
1160,2018,5,16
1160,2018,6,16
1160,2018,7,16
1160,2018,8,16
1160,2018,9,16
1160,2018,10,16
1160,2018,11,16
1160,2018,12,16
1160,2019,1,16
1160,2019,2,16
1160,2019,3,16
1160,2019,4,16
1160,2019,5,16
1160,2019,6,16
1160,2019,7,16
1160,2019,8,16
1160,2019,9,16
1160,2019,10,16
1160,2019,11,16
1160,2019,12,16
1160,2020,1,16
1160,2020,2,16
1160,2020,3,16
1160,2020,4,16
1160,2020,5,445
1160,2020,6,445
1160,2020,7,445
1160,2020,8,445
1160,2020,9,445
1160,2020,10,445
1160,2020,11,445
1160,2020,12,445
1160,2021,1,445
1160,2021,2,445
1160,2021,3,445
1160,2021,4,445
1160,2021,5,445
1160,2021,6,445
1160,2021,7,445
1160,2021,8,445
1160,2021,9,445
1160,2021,10,445
1160,2021,11,445
1160,2021,12,445
1160,2022,1,445
1160,2022,2,445
1160,2022,3,445
1160,2022,4,445
1178,2018,1,17
1178,2018,2,17
1178,2018,3,17
1178,2018,4,17
1178,2018,5,17
1178,2018,6,17
1178,2018,7,17
1178,2018,8,17
1178,2018,9,17
1178,2018,10,17
1178,2018,11,17
1178,2018,12,17
1178,2019,1,17
1178,2019,2,17
1178,2019,3,17
1178,2019,4,17
1178,2019,5,17
1178,2019,6,17
1178,2019,7,17
1178,2019,8,17
1178,2019,9,17
1178,2019,10,17
1178,2019,11,17
1178,2019,12,17
1178,2020,1,17
1178,2020,2,17
1178,2020,3,17
1178,2020,4,17
1178,2020,5,17
1178,2020,6,17
1178,2020,7,17
1178,2020,8,17
1178,2020,9,17
1178,2020,10,17
1178,2020,11,17
1178,2020,12,17
1178,2021,1,17
1178,2021,2,17
1178,2021,3,17
1178,2021,4,17
1178,2021,5,17
1178,2021,6,17
1178,2021,7,17
1178,2021,8,17
1178,2021,9,17
1178,2021,10,17
1178,2021,11,17
1178,2021,12,17
1178,2022,1,17
1178,2022,2,17
1178,2022,3,17
1178,2022,4,17
1184,2018,4,394
1184,2018,5,394
1184,2018,9,394
1184,2018,10,394
1184,2018,11,394
1184,2018,12,394
1184,2019,1,394
1184,2019,2,394
1184,2019,3,394
1184,2019,4,394
1184,2019,5,394
1184,2019,6,394
1184,2019,7,394
1184,2019,8,394
1184,2019,9,394
1184,2019,10,394
1184,2019,11,394
1184,2019,12,394
1184,2020,1,394
1184,2020,2,394
1184,2020,3,394
1184,2020,4,394
1184,2020,5,394
1184,2020,6,394
1184,2020,7,394
1184,2020,8,394
1184,2020,9,394
1184,2020,10,394
1184,2020,11,394
1184,2020,12,394
1184,2021,1,394
1184,2021,2,394
1184,2021,3,394
1184,2021,4,394
1184,2021,5,394
1184,2021,6,394
1184,2021,7,394
1184,2021,8,394
1184,2021,9,394
1184,2021,10,394
1184,2021,11,394
1184,2021,12,394
1184,2022,1,394
1184,2022,2,394
1184,2022,3,394
1184,2022,4,394
1190,2020,10,451
1190,2020,11,451
1190,2020,12,451
1190,2021,1,451
1190,2021,2,451
1190,2021,3,451
1190,2021,4,451
1190,2021,5,451
1190,2021,6,451
1190,2021,7,451
1190,2021,8,451
1190,2021,9,451
1190,2021,10,451
1190,2021,11,451
1190,2021,12,451
1190,2022,1,451
1190,2022,2,451
1190,2022,3,451
1190,2022,4,451
1200,2018,1,18
1200,2018,2,18
1200,2018,3,18
1200,2018,4,18
1200,2018,5,18
1200,2018,6,18
1200,2018,7,18
1200,2018,8,18
1200,2018,9,18
1201,2018,1,19
1201,2018,2,19
1201,2018,3,19
1201,2018,4,19
1201,2018,5,19
1201,2018,6,19
1201,2018,7,19
1201,2018,8,19
1201,2018,9,19
1201,2018,10,19
1201,2018,11,19
1201,2018,12,19
1201,2019,1,19
1201,2019,2,19
1201,2019,3,19
1201,2019,4,19
1201,2019,5,19
1201,2019,6,19
1201,2019,7,19
1201,2019,8,19
1201,2019,9,19
1201,2019,10,19
1201,2019,11,19
1201,2019,12,19
1201,2020,1,19
1201,2020,2,19
1201,2020,3,19
1201,2020,4,19
1201,2020,5,19
1201,2020,6,19
1201,2020,7,19
1201,2020,8,19
1201,2020,9,19
1201,2020,10,19
1201,2020,11,19
1201,2020,12,19
1201,2021,1,19
1201,2021,2,19
1201,2021,3,19
1201,2021,4,19
1201,2021,5,19
1201,2021,6,19
1201,2021,7,19
1201,2021,8,19
1201,2021,9,19
1201,2021,10,19
1201,2021,11,19
1201,2021,12,19
1201,2022,1,19
1201,2022,2,19
1201,2022,3,19
1201,2022,4,19
1215,2018,1,20
1215,2018,2,20
1215,2018,3,20
1215,2018,4,20
1215,2018,5,20
1215,2018,6,20
1215,2018,7,20
1215,2018,8,20
1215,2018,9,20
1215,2018,10,20
1215,2018,11,20
1215,2018,12,20
1215,2019,1,20
1215,2019,2,20
1215,2019,3,20
1215,2019,4,20
1215,2019,5,20
1215,2019,6,20
1215,2019,7,20
1215,2019,8,20
1215,2019,9,20
1215,2019,10,20
1215,2019,11,20
1215,2019,12,20
1215,2020,1,20
1215,2020,2,20
1215,2020,3,20
1215,2020,4,20
1215,2020,5,20
1215,2020,6,20
1215,2020,7,20
1215,2020,8,20
1215,2020,9,20
1216,2018,6,405
1216,2018,7,405
1216,2018,8,405
1216,2018,9,405
1216,2018,10,405
1216,2018,11,405
1216,2018,12,405
1216,2019,1,405
1216,2019,2,405
1216,2019,3,405
1216,2019,4,405
1216,2019,5,405
1216,2019,6,405
1216,2019,7,405
1216,2019,8,405
1216,2019,9,405
1216,2019,10,405
1216,2019,11,405
1216,2019,12,405
1216,2020,1,405
1216,2020,2,405
1216,2020,3,405
1216,2020,4,405
1216,2020,5,405
1216,2020,6,405
1216,2020,7,405
1216,2020,8,405
1216,2020,9,405
1216,2020,10,405
1216,2020,11,405
1216,2020,12,405
1216,2021,1,405
1216,2021,2,405
1216,2021,3,405
1216,2021,4,405
1216,2021,5,405
1216,2021,6,405
1216,2021,7,405
1216,2021,8,405
1216,2021,9,405
1216,2021,10,405
1216,2021,11,405
1221,2020,7,446
1221,2020,8,446
1221,2020,9,446
1221,2020,10,446
1221,2020,11,446
1221,2020,12,446
1221,2021,1,446
1221,2021,2,446
1221,2021,3,446
1221,2021,4,446
1221,2021,5,446
1221,2021,6,446
1221,2021,7,446
1221,2021,8,446
1221,2021,9,446
1221,2021,10,446
1221,2021,11,446
1221,2021,12,446
1221,2022,1,446
1221,2022,2,446
1221,2022,3,446
1221,2022,4,446
1505,2018,1,21
1505,2018,2,21
1505,2018,3,21
1505,2018,4,21
1505,2018,5,21
1505,2018,6,21
1505,2018,7,21
1505,2018,8,21
1505,2018,9,21
1505,2018,10,21
1505,2018,11,21
1505,2018,12,21
1505,2019,1,21
1505,2019,2,21
1505,2019,3,21
1505,2019,4,21
1505,2019,5,21
1505,2019,6,21
1505,2019,7,21
1505,2019,8,21
1505,2019,9,21
1505,2019,10,21
1505,2019,11,21
1505,2019,12,21
1505,2020,1,21
1505,2020,2,21
1505,2020,3,21
1505,2020,4,21
1505,2020,5,21
1505,2020,6,21
1505,2020,7,21
1505,2020,8,21
1505,2020,9,21
1505,2020,10,21
1505,2020,11,21
1505,2020,12,21
1505,2021,1,21
1505,2021,2,21
1505,2021,3,21
1505,2021,4,21
1505,2021,5,21
1505,2021,6,21
1505,2021,7,21
1505,2021,8,21
1505,2021,9,21
1505,2021,10,21
1505,2021,11,21
1505,2021,12,21
1505,2022,1,21
1505,2022,2,21
1505,2022,3,21
1505,2022,4,21
1511,2018,1,22
1511,2018,2,22
1511,2018,3,22
1511,2018,4,22
1511,2018,5,22
1511,2018,6,22
1511,2018,7,22
1511,2018,8,22
1511,2018,9,22
1511,2018,10,22
1511,2018,11,22
1511,2018,12,22
1511,2019,1,22
1511,2019,2,22
1511,2019,3,22
1511,2019,4,22
1511,2019,5,22
1511,2019,6,22
1511,2019,7,22
1511,2019,8,22
1511,2019,9,22
1511,2019,10,22
1511,2019,11,22
1511,2019,12,22
1511,2020,1,22
1511,2020,2,22
1511,2020,3,22
1511,2020,4,22
1511,2020,5,22
1511,2020,6,22
1511,2020,7,22
1511,2020,8,22
1511,2020,9,22
1516,2018,1,23
1516,2018,2,23
1516,2018,3,23
1516,2018,4,23
1516,2018,5,23
1516,2018,6,23
1516,2018,7,23
1516,2018,8,23
1516,2018,9,23
1516,2018,10,23
1516,2018,11,23
1516,2018,12,23
1516,2019,1,23
1516,2019,2,23
1516,2019,3,23
1516,2019,4,23
1516,2019,5,23
1516,2019,6,23
1516,2019,7,23
1516,2019,8,23
1516,2019,9,23
1516,2019,10,23
1516,2019,11,23
1516,2019,12,23
1516,2020,1,23
1516,2020,2,23
1516,2020,3,23
1516,2020,4,23
1516,2020,5,23
1516,2020,6,23
1516,2020,7,23
1516,2020,8,23
1516,2020,9,23
1516,2020,10,23
1516,2020,11,23
1516,2020,12,23
1516,2021,1,23
1516,2021,2,23
1516,2021,3,23
1516,2021,4,23
1516,2021,5,23
1516,2021,6,23
1516,2021,7,23
1516,2021,8,23
1516,2021,9,23
1516,2021,10,23
1516,2021,11,23
1516,2021,12,23
1516,2022,1,23
1516,2022,2,23
1516,2022,3,23
1516,2022,4,23
1517,2018,1,24
1517,2018,2,24
1517,2018,3,24
1517,2018,4,24
1517,2018,5,24
1517,2018,6,24
1517,2018,7,24
1517,2018,8,24
1517,2018,9,24
1517,2018,10,24
1517,2018,11,24
1517,2018,12,24
1517,2019,1,24
1517,2019,2,24
1517,2019,3,24
1517,2019,4,24
1517,2019,5,24
1517,2019,6,24
1517,2019,7,24
1517,2019,8,24
1517,2019,9,24
1517,2019,10,24
1517,2019,11,24
1517,2019,12,24
1517,2020,1,24
1517,2020,2,24
1517,2020,3,24
1517,2020,4,24
1517,2020,5,24
1517,2020,6,24
1517,2020,7,24
1517,2020,8,24
1517,2020,9,24
1517,2020,10,24
1517,2020,11,24
1517,2020,12,24
1517,2021,1,24
1517,2021,2,24
1517,2021,3,24
1517,2021,4,24
1517,2021,5,24
1517,2021,6,24
1517,2021,7,24
1517,2021,8,24
1517,2021,9,24
1517,2021,10,24
1517,2021,11,24
1517,2021,12,24
1517,2022,1,24
1517,2022,2,24
1517,2022,3,24
1517,2022,4,24
1535,2018,1,25
1535,2018,2,25
1535,2018,3,25
1535,2018,4,25
1535,2018,5,25
1535,2018,6,25
1535,2018,7,25
1535,2018,8,25
1535,2018,9,25
1535,2018,10,25
1535,2018,11,25
1535,2018,12,25
1535,2019,1,25
1535,2019,2,25
1535,2019,3,25
1535,2019,4,25
1535,2019,5,25
1535,2019,6,25
1535,2019,7,25
1535,2019,8,25
1535,2019,9,25
1535,2019,10,25
1535,2019,11,25
1535,2019,12,25
1535,2020,1,25
1535,2020,2,25
1535,2020,3,25
1535,2020,4,25
1535,2020,5,25
1535,2020,6,25
1535,2020,7,25
1535,2020,8,25
1535,2020,9,25
1535,2020,10,25
1535,2020,11,25
1535,2020,12,25
1535,2021,1,25
1535,2021,2,25
1535,2021,3,25
1535,2021,4,25
1535,2021,5,25
1535,2021,6,25
1535,2021,7,25
1535,2021,8,25
1535,2021,9,25
1535,2021,10,25
1535,2021,11,25
1535,2021,12,25
1535,2022,1,25
1535,2022,2,25
1535,2022,3,25
1535,2022,4,25
1541,2018,1,26
1541,2018,2,26
1541,2018,3,26
1541,2018,4,26
1541,2018,5,26
1541,2018,6,26
1541,2018,7,26
1541,2018,8,26
1541,2018,9,26
1541,2018,10,26
1541,2018,11,26
1541,2018,12,26
1541,2019,1,26
1541,2019,2,26
1541,2019,3,26
1541,2019,4,26
1541,2019,5,26
1541,2019,6,26
1541,2019,7,26
1541,2019,8,26
1541,2019,9,26
1541,2019,10,26
1541,2019,11,26
1541,2019,12,26
1541,2020,1,26
1541,2020,2,26
1541,2020,3,26
1541,2020,4,26
1541,2020,5,26
1541,2020,6,26
1541,2020,7,26
1541,2020,8,26
1541,2020,9,26
1541,2020,10,26
1541,2020,11,26
1541,2020,12,26
1541,2021,1,26
1541,2021,2,26
1541,2021,3,26
1541,2021,4,26
1541,2021,5,26
1541,2021,6,26
1541,2021,7,26
1541,2021,8,26
1541,2021,9,26
1541,2021,10,26
1541,2021,11,26
1541,2021,12,26
1541,2022,1,26
1541,2022,2,26
1541,2022,3,26
1541,2022,4,26
1542,2018,1,27
1542,2018,2,27
1542,2018,3,27
1542,2018,4,27
1542,2018,5,27
1542,2018,6,27
1542,2018,7,27
1542,2018,8,27
1542,2018,9,27
1542,2018,10,27
1542,2018,11,27
1542,2018,12,27
1542,2019,1,27
1542,2019,2,27
1542,2019,3,27
1542,2019,4,27
1542,2019,5,27
1542,2019,6,27
1542,2019,7,27
1542,2019,8,27
1542,2019,9,27
1542,2019,10,27
1542,2019,11,27
1542,2019,12,27
1542,2020,1,27
1542,2020,2,27
1542,2020,3,27
1542,2020,4,27
1542,2020,5,27
1542,2020,6,27
1542,2020,7,27
1542,2020,8,27
1542,2020,9,27
1542,2020,10,27
1542,2020,11,27
1542,2020,12,27
1542,2021,1,27
1542,2021,2,27
1542,2021,3,27
1542,2021,4,27
1542,2021,5,27
1542,2021,6,27
1542,2021,7,27
1542,2021,8,27
1542,2021,9,27
1542,2021,10,27
1542,2021,11,27
1542,2021,12,27
1542,2022,1,27
1542,2022,2,27
1542,2022,3,27
1542,2022,4,27
1560,2018,1,28
1560,2018,2,28
1560,2018,3,28
1560,2018,4,28
1560,2018,5,28
1560,2018,6,28
1560,2018,7,28
1560,2018,8,28
1560,2018,9,28
1560,2018,10,28
1560,2018,11,28
1560,2018,12,28
1560,2019,1,28
1560,2019,2,28
1560,2019,3,28
1560,2019,4,28
1560,2019,5,28
1560,2019,6,28
1560,2019,7,28
1560,2019,8,28
1560,2019,9,28
1560,2019,10,28
1560,2019,11,28
1560,2019,12,28
1560,2020,1,28
1560,2020,2,28
1560,2020,3,28
1560,2020,4,28
1560,2020,5,28
1560,2020,6,28
1560,2020,7,28
1560,2020,8,28
1560,2020,9,28
1560,2020,10,28
1560,2020,11,28
1560,2020,12,28
1560,2021,1,28
1560,2021,2,28
1560,2021,3,28
1560,2021,4,28
1560,2021,5,28
1560,2021,6,28
1560,2021,7,28
1560,2021,8,28
1560,2021,9,28
1560,2021,10,28
1560,2021,11,28
1560,2021,12,28
1560,2022,1,28
1560,2022,2,28
1560,2022,3,28
1560,2022,4,28
1571,2018,1,29
1571,2018,2,29
1571,2018,3,29
1571,2018,4,29
1571,2018,5,29
1571,2018,6,29
1571,2018,7,29
1571,2018,8,29
1571,2018,9,29
1571,2018,10,29
1571,2018,11,29
1571,2018,12,29
1571,2019,1,29
1571,2019,2,29
1571,2019,3,29
1571,2019,4,29
1571,2019,5,29
1571,2019,6,29
1571,2019,7,29
1571,2019,8,29
1571,2019,9,29
1571,2019,10,29
1571,2019,11,29
1571,2019,12,29
1571,2020,1,29
